team_raw,action,start,end,half,pos_x,pos_y,source_layer
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1228.55,1240.55,1,14.98,22.81,(2)_timeline
Galatasaray (29205),Top Kaybı,1228.55,1240.55,1,38.04,39.9,(2)_timeline
Galatasaray (29205),Top kayıpları / kendi yarı sahasında,1228.55,1240.55,1,38.04,39.9,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,1228.55,1240.55,1,14.98,22.81,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,1229.55,1241.55,1,66.96,28.1,(2)_timeline
Caykur Rizespor (62850),Rakip sahada geri kazanılan toplar,1229.55,1241.55,1,66.96,28.1,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,1230.55,1242.55,1,68.99,27.44,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1230.55,1242.55,1,68.99,27.44,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,1230.55,1242.55,1,68.99,27.44,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,1230.55,1242.55,1,68.99,27.44,(2)_timeline
Caykur Rizespor (62850),3. Bölgede Başarılı Dripling,1231.55,1243.55,1,89.66,38.09,(2)_timeline
Caykur Rizespor (62850),Başarılı driplingler,1231.55,1243.55,1,89.66,38.09,(2)_timeline
Caykur Rizespor (62850),Başarılı İkili Mücadeleler,1231.55,1243.55,1,89.66,38.09,(2)_timeline
Galatasaray (29205),Başarısız Top Kapma,1231.55,1243.55,1,89.66,38.09,(2)_timeline
Galatasaray (29205),Başarısız İkili Mücadeleler,1231.55,1243.55,1,89.66,38.09,(2)_timeline
Caykur Rizespor (62850),Pozisyonlar,1232.55,1244.55,1,91.09,39.54,(2)_timeline
Caykur Rizespor (62850),İsabetli Şut,1232.55,1244.55,1,91.09,39.54,(2)_timeline
Caykur Rizespor (62850),Şut,1232.55,1244.55,1,91.09,39.54,(2)_timeline
Caykur Rizespor (62850),Kontra Ataklar,1234.55,1243.55,1,68.99,27.44,(2)_timeline
Caykur Rizespor (62850),Ceza sahasına / İsabetli,1273.55,1285.55,1,105.0,68.0,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1273.55,1285.55,1,105.0,68.0,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,1273.55,1285.55,1,105.0,68.0,(2)_timeline
Galatasaray (29205),Başarılı hava topu mücadeleleri,1275.55,1287.55,1,2.67,31.62,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,1275.55,1287.55,1,2.67,31.62,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,1275.55,1287.55,1,2.67,31.62,(2)_timeline
Caykur Rizespor (62850),Kaybedilen hava topu mücadeleleri,1275.55,1287.55,1,2.67,31.62,(2)_timeline
Caykur Rizespor (62850),İsabetsiz Şutlar,1276.55,1288.55,1,88.94,39.41,(2)_timeline
Caykur Rizespor (62850),Şut,1276.55,1288.55,1,88.94,39.41,(2)_timeline
Caykur Rizespor (62850),Korner Hücumları,1277.55,1286.55,1,105.0,68.0,(2)_timeline
Caykur Rizespor (62850),Uzaklaştırma,1312.55,1324.55,1,20.96,58.6,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1331.55,1343.55,1,79.03,0.0,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1331.55,1343.55,1,79.03,0.0,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1334.55,1346.55,1,57.76,10.32,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1334.55,1346.55,1,57.76,10.32,(2)_timeline
Galatasaray (29205),Set Hücumları,1335.55,1361.55,1,79.03,0.0,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1339.55,1351.55,1,35.77,50.95,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1339.55,1351.55,1,35.77,50.95,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1343.55,1355.55,1,20.6,32.41,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1343.55,1355.55,1,20.6,32.41,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1343.55,1355.55,1,20.6,32.41,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,1343.55,1355.55,1,20.6,32.41,(2)_timeline
Galatasaray (29205),Top Taşıma,1345.55,1357.55,1,47.96,18.86,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1349.55,1361.55,1,58.95,51.21,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1349.55,1361.55,1,58.95,51.21,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1349.55,1361.55,1,58.95,51.21,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,1349.55,1361.55,1,58.95,51.21,(2)_timeline
Galatasaray (29205),3. Bölgede Başarısız Paslar,1353.55,1365.55,1,88.94,62.78,(2)_timeline
Caykur Rizespor (62850),Başarılı Top Kapma,1353.55,1365.55,1,88.94,62.78,(2)_timeline
Caykur Rizespor (62850),Başarılı İkili Mücadeleler,1353.55,1365.55,1,88.94,62.78,(2)_timeline
Galatasaray (29205),Başarısız Driplingler,1353.55,1365.55,1,88.94,62.78,(2)_timeline
Galatasaray (29205),Başarısız İkili Mücadeleler,1353.55,1365.55,1,88.94,62.78,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,1353.55,1365.55,1,16.06,5.22,(2)_timeline
Galatasaray (29205),Top Kaybı,1353.55,1365.55,1,88.94,62.78,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,1355.55,1367.55,1,14.26,11.0,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1355.55,1367.55,1,14.26,11.0,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,1355.55,1367.55,1,14.26,11.0,(2)_timeline
Caykur Rizespor (62850),Top Taşıma,1356.55,1368.55,1,23.23,4.95,(2)_timeline
Caykur Rizespor (62850),Kontra Ataklar,1358.55,1372.55,1,13.79,11.92,(2)_timeline
Caykur Rizespor (62850),Başarısız Uzun Toplar,1361.55,1373.55,1,44.02,16.66,(2)_timeline
Caykur Rizespor (62850),Başarısız İleri Paslar,1361.55,1373.55,1,44.02,16.66,(2)_timeline
Caykur Rizespor (62850),Başarısız İlerletici Paslar,1361.55,1373.55,1,44.02,16.66,(2)_timeline
Caykur Rizespor (62850),Top Kaybı,1361.55,1373.55,1,77.59,46.77,(2)_timeline
Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),1361.55,1373.55,1,44.02,16.66,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,1361.55,1373.55,1,44.02,16.66,(2)_timeline
Galatasaray (29205),Geri Kazanılan Toplar,1364.55,1376.55,1,14.62,19.39,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1367.55,1379.55,1,12.95,23.99,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1367.55,1379.55,1,12.95,23.99,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1367.55,1379.55,1,12.95,23.99,(2)_timeline
Galatasaray (29205),Set Hücumları,1371.55,1417.55,1,12.95,23.99,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1372.55,1384.55,1,31.95,33.72,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1372.55,1384.55,1,31.95,33.72,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1372.55,1384.55,1,31.95,33.72,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1375.55,1387.55,1,44.14,23.99,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1375.55,1387.55,1,44.14,23.99,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1378.55,1390.55,1,54.05,9.13,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1378.55,1390.55,1,54.05,9.13,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1378.55,1390.55,1,54.05,9.13,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1379.55,1391.55,1,61.22,14.79,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1379.55,1391.55,1,61.22,14.79,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1381.55,1393.55,1,47.24,12.03,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1381.55,1393.55,1,47.24,12.03,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1383.55,1395.55,1,40.91,19.65,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1383.55,1395.55,1,40.91,19.65,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1383.55,1395.55,1,40.91,19.65,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1384.55,1396.55,1,49.27,22.68,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1384.55,1396.55,1,49.27,22.68,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1386.55,1398.55,1,41.03,19.0,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1386.55,1398.55,1,41.03,19.0,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1386.55,1398.55,1,41.03,19.0,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,1386.55,1398.55,1,41.03,19.0,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1389.55,1401.55,1,50.59,7.43,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1389.55,1401.55,1,50.59,7.43,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1393.55,1405.55,1,38.04,23.47,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1393.55,1405.55,1,38.04,23.47,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1396.55,1408.55,1,44.49,53.05,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1396.55,1408.55,1,44.49,53.05,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1396.55,1408.55,1,44.49,53.05,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,1396.55,1408.55,1,44.49,53.05,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1398.55,1410.55,1,58.24,65.15,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1398.55,1410.55,1,58.24,65.15,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1398.55,1410.55,1,58.24,65.15,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,1398.55,1410.55,1,58.24,65.15,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1404.55,1416.55,1,92.05,64.23,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1404.55,1416.55,1,92.05,64.23,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1407.55,1419.55,1,78.55,62.39,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1407.55,1419.55,1,78.55,62.39,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1407.55,1419.55,1,78.55,62.39,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,1407.55,1419.55,1,78.55,62.39,(2)_timeline
Caykur Rizespor (62850),Başarılı Top Kapma,1409.55,1421.55,1,14.5,8.11,(2)_timeline
Caykur Rizespor (62850),Başarılı İkili Mücadeleler,1409.55,1421.55,1,14.5,8.11,(2)_timeline
Galatasaray (29205),Başarısız İkili Mücadeleler,1409.55,1421.55,1,14.5,8.11,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,1409.55,1421.55,1,14.5,8.11,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1409.55,1421.55,1,14.5,8.11,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,1409.55,1421.55,1,14.5,8.11,(2)_timeline
Galatasaray (29205),Top Kaybı,1409.55,1421.55,1,90.5,59.89,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,1410.55,1422.55,1,15.22,4.95,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1410.55,1422.55,1,15.22,4.95,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,1410.55,1422.55,1,15.22,4.95,(2)_timeline
Caykur Rizespor (62850),Set Hücumları,1413.55,1437.55,1,14.5,8.11,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1415.55,1427.55,1,28.72,2.59,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,1415.55,1427.55,1,28.72,2.59,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1417.55,1429.55,1,13.19,4.69,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,1417.55,1429.55,1,13.19,4.69,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,1419.55,1431.55,1,6.38,17.31,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,1419.55,1431.55,1,6.38,17.31,(2)_timeline
Caykur Rizespor (62850),Uzun Kale Vuruşları (40+ mt),1419.55,1431.55,1,6.38,17.31,(2)_timeline
Caykur Rizespor (62850),Uzun paslar,1419.55,1431.55,1,6.38,17.31,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,1419.55,1431.55,1,6.38,17.31,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,1427.55,1439.55,1,58.59,56.1,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1427.55,1439.55,1,58.59,56.1,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,1427.55,1439.55,1,58.59,56.1,(2)_timeline
Galatasaray (29205),Faul,1429.55,1441.55,1,38.64,10.84,(2)_timeline
Caykur Rizespor (62850),Yapılan Fauller,1429.55,1441.55,1,38.64,10.84,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,1489.55,1501.55,1,61.58,54.13,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1489.55,1501.55,1,61.58,54.13,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,1489.55,1501.55,1,61.58,54.13,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,1489.55,1501.55,1,61.58,54.13,(2)_timeline
Galatasaray (29205),Faul,1491.55,1503.55,1,23.23,4.4,(2)_timeline
Caykur Rizespor (62850),Yapılan Fauller,1491.55,1503.55,1,23.23,4.4,(2)_timeline
Caykur Rizespor (62850),Set Hücumları,1493.55,1499.55,1,61.58,54.13,(2)_timeline
Caykur Rizespor (62850),Başarısız Ceza Sahasına Paslar,1536.55,1548.55,1,79.86,61.89,(2)_timeline
Caykur Rizespor (62850),Başarısız İleri Paslar,1536.55,1548.55,1,79.86,61.89,(2)_timeline
Caykur Rizespor (62850),Başarısız İlerletici Paslar,1536.55,1548.55,1,79.86,61.89,(2)_timeline
Caykur Rizespor (62850),Orta Mesafeli Kale Vuruşları (10-40 mt),1536.55,1548.55,1,79.86,61.89,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,1536.55,1548.55,1,79.86,61.89,(2)_timeline
Caykur Rizespor (62850),Başarılı hava topu mücadeleleri,1539.55,1551.55,1,97.43,34.01,(2)_timeline
Caykur Rizespor (62850),Başarılı İkili Mücadeleler,1539.55,1551.55,1,97.43,34.01,(2)_timeline
Galatasaray (29205),Başarısız İkili Mücadeleler,1539.55,1551.55,1,97.43,34.01,(2)_timeline
Galatasaray (29205),Kaybedilen hava topu mücadeleleri,1539.55,1551.55,1,97.43,34.01,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1539.55,1551.55,1,97.43,34.01,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,1539.55,1551.55,1,97.43,34.01,(2)_timeline
Caykur Rizespor (62850),Serbest Vuruş hücumları,1540.55,1550.55,1,79.86,61.89,(2)_timeline
Caykur Rizespor (62850),İsabetsiz Şutlar,1541.55,1553.55,1,89.78,37.43,(2)_timeline
Caykur Rizespor (62850),Şut,1541.55,1553.55,1,89.78,37.43,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1566.55,1578.55,1,4.94,41.74,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1566.55,1578.55,1,4.94,41.74,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1570.55,1582.55,1,16.77,55.42,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1570.55,1582.55,1,14.38,64.36,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1570.55,1582.55,1,16.77,55.42,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1570.55,1582.55,1,14.38,64.36,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1570.55,1582.55,1,16.77,55.42,(2)_timeline
Galatasaray (29205),Kötü top kontrolü,1572.55,1584.55,1,30.16,58.97,(2)_timeline
Galatasaray (29205),Top Kaybı,1572.55,1584.55,1,30.16,58.97,(2)_timeline
Galatasaray (29205),Top kayıpları / kendi yarı sahasında,1572.55,1584.55,1,30.16,58.97,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,1573.55,1585.55,1,82.73,12.71,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1573.55,1585.55,1,81.42,13.37,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,1573.55,1585.55,1,81.42,13.37,(2)_timeline
Caykur Rizespor (62850),Rakip sahada geri kazanılan toplar,1573.55,1585.55,1,82.73,12.71,(2)_timeline
Caykur Rizespor (62850),Başarılı İleri Paslar,1574.55,1586.55,1,74.49,24.28,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1574.55,1586.55,1,74.49,24.28,(2)_timeline
Caykur Rizespor (62850),Paslar adresi bulanlar,1574.55,1586.55,1,74.49,24.28,(2)_timeline
Caykur Rizespor (62850),İsabetli İlerletici Paslar,1574.55,1586.55,1,74.49,24.28,(2)_timeline
Caykur Rizespor (62850),3. Bölgede Başarısız Paslar,1575.55,1587.55,1,87.99,22.05,(2)_timeline
Galatasaray (29205),Başarılı Top Kapma,1575.55,1587.55,1,87.99,22.05,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,1575.55,1587.55,1,87.99,22.05,(2)_timeline
Caykur Rizespor (62850),Başarısız Driplingler,1575.55,1587.55,1,87.99,22.05,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,1575.55,1587.55,1,87.99,22.05,(2)_timeline
Galatasaray (29205),Geri Kazanılan Toplar,1575.55,1587.55,1,17.01,45.95,(2)_timeline
Caykur Rizespor (62850),Top Kaybı,1575.55,1587.55,1,87.99,22.05,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1577.55,1589.55,1,2.32,47.53,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1577.55,1589.55,1,2.32,47.53,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1581.55,1593.55,1,3.03,65.94,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1581.55,1593.55,1,3.03,65.94,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1581.55,1593.55,1,3.03,65.94,(2)_timeline
Galatasaray (29205),Başarısız İleri Paslar,1583.55,1595.55,1,2.08,64.1,(2)_timeline
Caykur Rizespor (62850),Geri Kazanılan Toplar,1583.55,1595.55,1,100.89,3.9,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1583.55,1595.55,1,2.08,64.1,(2)_timeline
Caykur Rizespor (62850),Rakip sahada geri kazanılan toplar,1583.55,1595.55,1,100.89,3.9,(2)_timeline
Galatasaray (29205),Top Kaybı,1583.55,1595.55,1,4.11,64.1,(2)_timeline
Galatasaray (29205),Top kayıpları / kendi yarı sahasında,1583.55,1595.55,1,4.11,64.1,(2)_timeline
Galatasaray (29205),İsabetsiz paslar,1583.55,1595.55,1,2.08,64.1,(2)_timeline
Caykur Rizespor (62850),Kısa Kale Vuruşları (0-10 mt),1585.55,1597.55,1,99.94,6.27,(2)_timeline
Caykur Rizespor (62850),İsabetsiz paslar,1585.55,1597.55,1,99.94,6.27,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,1586.55,1598.55,1,7.81,65.68,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,1586.55,1598.55,1,7.81,65.68,(2)_timeline
Caykur Rizespor (62850),Top Kaybı,1586.55,1598.55,1,97.19,2.32,(2)_timeline
Caykur Rizespor (62850),Kontra Ataklar,1589.55,1595.55,1,101.49,5.74,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1610.55,1622.55,1,11.87,68.0,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1610.55,1622.55,1,11.87,68.0,(2)_timeline
Galatasaray (29205),Başarılı hava topu mücadeleleri,1611.55,1623.55,1,14.14,63.31,(2)_timeline
Galatasaray (29205),Başarılı İkili Mücadeleler,1611.55,1623.55,1,14.14,63.31,(2)_timeline
Caykur Rizespor (62850),Başarısız İkili Mücadeleler,1611.55,1623.55,1,14.14,63.31,(2)_timeline
Caykur Rizespor (62850),Kaybedilen hava topu mücadeleleri,1611.55,1623.55,1,14.14,63.31,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1611.55,1623.55,1,14.14,63.31,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1611.55,1623.55,1,14.14,63.31,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1613.55,1625.55,1,8.17,65.94,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1613.55,1625.55,1,8.17,65.94,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1613.55,1625.55,1,8.17,65.94,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,1613.55,1625.55,1,8.17,65.94,(2)_timeline
Galatasaray (29205),Set Hücumları,1614.55,1670.55,1,11.87,68.0,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1616.55,1628.55,1,33.26,48.06,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1616.55,1628.55,1,33.26,48.06,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1616.55,1628.55,1,33.26,48.06,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1618.55,1630.55,1,41.15,39.9,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1618.55,1630.55,1,41.15,39.9,(2)_timeline
Galatasaray (29205),Top Taşıma,1621.55,1633.55,1,53.34,19.13,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1624.55,1636.55,1,69.23,2.56,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1624.55,1636.55,1,69.23,2.56,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1626.55,1638.55,1,47.96,9.53,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1626.55,1638.55,1,47.96,9.53,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1626.55,1638.55,1,47.96,9.53,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1630.55,1642.55,1,59.79,22.68,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1630.55,1642.55,1,59.79,22.68,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1631.55,1643.55,1,56.92,27.81,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1631.55,1643.55,1,56.92,27.81,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1633.55,1645.55,1,48.92,45.16,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1633.55,1645.55,1,48.92,45.16,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1633.55,1645.55,1,48.92,45.16,(2)_timeline
Galatasaray (29205),İsabetli İlerletici Paslar,1633.55,1645.55,1,48.92,45.16,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1637.55,1649.55,1,79.03,65.28,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1637.55,1649.55,1,79.03,65.28,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1642.55,1654.55,1,78.19,57.0,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1642.55,1654.55,1,78.19,57.0,(2)_timeline
Galatasaray (29205),Orta Mesafeli Kale Vuruşları (10-40 mt),1644.55,1656.55,1,61.7,43.58,(2)_timeline
Galatasaray (29205),Paslar adresi bulanlar,1644.55,1656.55,1,61.7,43.58,(2)_timeline
Galatasaray (29205),Başarılı İleri Paslar,1646.55,1658.55,1,65.64,23.07,(2)_timeline
Galatasaray (29205),Kısa Kale Vuruşları (0-10 mt),1646.55,1658.55,1,65.64,23.07,(2)_timeline
