ID;start;end;code;action;half;pos_x;pos_y
216;224.55;236.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;15.1;38.75
217;225.55;237.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;30.51;42.69
218;225.55;237.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;30.51;42.69
219;227.55;239.55;Caykur Rizespor (62850) - Başarılı driplingler;Başarılı driplingler;1;33.86;24.42
220;227.55;239.55;Caykur Rizespor (62850) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;1;33.86;24.42
221;227.55;239.55;Galatasaray (29205) - Başarısız Top Kapma;Başarısız Top Kapma;1;33.86;24.42
222;227.55;239.55;Galatasaray (29205) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;1;33.86;24.42
223;228.55;240.55;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;38.76;25.73
224;228.55;240.55;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;38.76;25.73
225;228.55;240.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;38.76;25.73
226;228.55;242.55;Caykur Rizespor (62850) - Kontra Ataklar;Kontra Ataklar;1;15.1;38.75
227;229.55;241.55;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;45.45;29.67
228;229.55;241.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;45.45;29.67
229;230.55;242.55;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;37.09;31.25
230;230.55;242.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;37.09;31.25
231;230.55;242.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;37.09;31.25
232;230.55;242.55;Caykur Rizespor (62850) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;37.09;31.25
233;232.55;244.55;Caykur Rizespor (62850) - Başarısız İleri Paslar;Başarısız İleri Paslar;1;55.61;53.21
234;232.55;244.55;Caykur Rizespor (62850) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;1;55.61;53.21
235;232.55;244.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;55.61;53.21
236;232.55;244.55;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;1;55.61;53.21
237;234.55;246.55;Caykur Rizespor (62850) - Ofsaytlar;Ofsaytlar;1;70.9;55.97
238;234.55;246.55;Caykur Rizespor (62850) - Top Kaybı;Top Kaybı;1;70.9;55.97
239;264.55;276.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;40.67;34.77
240;264.55;276.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;40.67;34.77
241;268.55;329.55;Galatasaray (29205) - Set Hücumları;Set Hücumları;1;40.67;34.77
242;269.55;281.55;Galatasaray (29205) - Başarısız Uzun Toplar;Başarısız Uzun Toplar;1;53.81;16.5
243;269.55;281.55;Galatasaray (29205) - Uzun Kale Vuruşları (40+ mt);Uzun Kale Vuruşları (40+ mt);1;53.81;16.5
244;269.55;281.55;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;1;53.81;16.5
245;272.55;284.55;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;34.46;4.82
246;272.55;284.55;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;1;34.46;4.82
247;275.55;287.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;68.15;53.32
248;275.55;287.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;68.15;53.32
249;277.55;289.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;57.52;61.86
250;277.55;289.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;57.52;61.86
251;277.55;289.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;57.52;61.86
252;282.55;294.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;61.58;53.58
253;282.55;294.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;70.42;40.95
254;282.55;294.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;61.58;53.58
255;282.55;294.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;61.58;53.58
256;282.55;294.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;70.42;40.95
257;282.55;294.55;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;61.58;53.58
258;286.55;298.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;61.58;57.52
259;286.55;298.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;61.58;57.52
260;289.55;301.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;61.46;46.74
261;289.55;301.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;61.46;46.74
262;290.55;302.55;Galatasaray (29205) - Top Taşıma;Top Taşıma;1;53.93;17.94
263;295.55;307.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;69.23;11.5
264;295.55;307.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;69.23;11.5
265;299.55;311.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;59.19;10.58
266;299.55;311.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;59.19;10.58
267;302.55;314.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;47.12;30.3
268;302.55;314.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;47.12;30.3
269;304.55;316.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;46.17;51.34
270;304.55;316.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;46.17;51.34
271;305.55;317.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;51.31;41.35
272;305.55;317.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;51.31;41.35
273;306.55;318.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;42.58;48.06
274;306.55;318.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;42.58;48.06
275;312.55;324.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;27.05;32.41
276;312.55;324.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;27.05;32.41
277;312.55;324.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;27.05;32.41
278;315.55;327.55;Galatasaray (29205) - Başarısız İleri Paslar;Başarısız İleri Paslar;1;45.45;36.75
279;315.55;327.55;Galatasaray (29205) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;1;45.45;36.75
280;315.55;327.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;45.45;36.75
281;315.55;327.55;Galatasaray (29205) - Top Kaybı;Top Kaybı;1;76.88;23.6
282;315.55;327.55;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;1;45.45;36.75
283;321.55;333.55;Caykur Rizespor (62850) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;1;8.53;52.82
284;323.55;335.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;9.36;49.79
285;323.55;335.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;9.36;49.79
286;328.55;340.55;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;31.95;15.47
287;328.55;340.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;31.95;15.47
288;333.55;345.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;26.09;23.23
289;333.55;345.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;26.09;23.23
290;335.55;347.55;Caykur Rizespor (62850) - Başarısız Uzun Toplar;Başarısız Uzun Toplar;1;31.47;1.67
291;335.55;347.55;Caykur Rizespor (62850) - Başarısız İleri Paslar;Başarısız İleri Paslar;1;31.47;1.67
292;335.55;347.55;Caykur Rizespor (62850) - Başarısız İlerletici Paslar;Başarısız İlerletici Paslar;1;31.47;1.67
293;335.55;347.55;Caykur Rizespor (62850) - Top Kaybı;Top Kaybı;1;73.05;9.82
294;335.55;347.55;Caykur Rizespor (62850) - Uzun Kale Vuruşları (40+ mt);Uzun Kale Vuruşları (40+ mt);1;31.47;1.67
295;335.55;347.55;Caykur Rizespor (62850) - İsabetsiz paslar;İsabetsiz paslar;1;31.47;1.67
296;342.55;354.55;Galatasaray (29205) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;1;10.8;52.13
297;342.55;354.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;8.17;52.79
298;342.55;354.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;8.17;52.79
299;345.55;357.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;15.22;27.54
300;345.55;357.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;15.22;27.54
301;345.55;357.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;15.22;27.54
302;346.55;399.55;Galatasaray (29205) - Set Hücumları;Set Hücumları;1;8.17;52.79
303;348.55;360.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;28.6;21.1
304;348.55;360.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;28.6;21.1
305;352.55;364.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;38.76;5.45
306;352.55;364.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;38.76;5.45
307;352.55;364.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;38.76;5.45
308;353.55;365.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;44.49;11.37
309;353.55;365.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;44.49;11.37
310;356.55;368.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;37.92;19.26
311;356.55;368.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;37.92;19.26
312;359.55;371.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;38.88;48.58
313;359.55;371.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;38.88;48.58
314;359.55;371.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;38.88;48.58
315;366.55;378.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;60.86;50.82
316;366.55;378.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;60.86;50.82
317;369.55;381.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;58.95;18.21
318;369.55;381.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;58.95;18.21
319;369.55;381.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;58.95;18.21
320;369.55;381.55;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;58.95;18.21
321;371.55;383.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;63.37;9.92
322;371.55;383.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;63.37;9.92
323;374.55;386.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;54.17;23.47
324;374.55;386.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;54.17;23.47
325;375.55;387.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;43.9;34.51
326;375.55;387.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;43.9;34.51
327;375.55;387.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;43.9;34.51
328;377.55;389.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;52.26;35.04
329;377.55;389.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;49.27;30.04
330;377.55;389.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;49.27;30.04
331;377.55;389.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;52.26;35.04
332;380.55;392.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;35.53;40.3
333;380.55;392.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;35.53;40.3
334;383.55;395.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;35.29;64.36
335;383.55;395.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;35.29;64.36
336;383.55;395.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;35.29;64.36
337;384.55;396.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;49.03;63.97
338;384.55;396.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;49.03;63.97
339;386.55;398.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;57.64;48.98
340;386.55;398.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;57.64;48.98
341;388.55;400.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;63.01;60.81
342;388.55;400.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;63.01;60.81
343;388.55;400.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;63.01;60.81
344;390.55;402.55;Galatasaray (29205) - Kötü top kontrolü;Kötü top kontrolü;1;68.99;66.2
345;390.55;402.55;Galatasaray (29205) - Top Kaybı;Top Kaybı;1;68.99;66.2
346;412.55;424.55;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;31.83;1.93
347;412.55;424.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;31.83;1.93
348;412.55;424.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;31.83;1.93
349;412.55;424.55;Caykur Rizespor (62850) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;31.83;1.93
350;415.55;427.55;Caykur Rizespor (62850) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;54.89;6.27
351;415.55;427.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;54.89;6.27
352;416.55;428.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;47.48;14.03
353;416.55;428.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;47.48;14.03
354;416.55;435.55;Caykur Rizespor (62850) - Set Hücumları;Set Hücumları;1;31.83;1.93
355;416.55;435.55;Caykur Rizespor (62850) - Şutla biten set hücumları;Şutla biten set hücumları;1;31.83;1.93
356;419.55;431.55;Caykur Rizespor (62850) - Top Taşıma;Top Taşıma;1;58.71;50.71
357;424.55;436.55;Caykur Rizespor (62850) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;82.49;50.45
358;424.55;436.55;Caykur Rizespor (62850) - Ceza sahasına / İsabetli;Ceza sahasına / İsabetli;1;82.49;50.45
359;424.55;436.55;Caykur Rizespor (62850) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;82.49;50.45
360;424.55;436.55;Caykur Rizespor (62850) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;82.49;50.45
361;424.55;436.55;Caykur Rizespor (62850) - İsabetli Kilit Paslar;İsabetli Kilit Paslar;1;82.49;50.45
362;424.55;436.55;Caykur Rizespor (62850) - İsabetli Ortalar;İsabetli Ortalar;1;82.49;50.45
363;424.55;436.55;Caykur Rizespor (62850) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;82.49;50.45
364;426.55;438.55;Caykur Rizespor (62850) - Pozisyonlar;Pozisyonlar;1;99.1;23.76
365;426.55;438.55;Caykur Rizespor (62850) - İsabetsiz Şutlar;İsabetsiz Şutlar;1;99.1;23.76
366;426.55;438.55;Caykur Rizespor (62850) - Şut;Şut;1;99.1;23.76
367;443.55;455.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;49.27;46.08
368;443.55;455.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;49.27;46.08
369;447.55;459.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;54.77;15.71
370;447.55;459.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;54.77;15.71
371;447.55;473.55;Galatasaray (29205) - Set Hücumları;Set Hücumları;1;49.27;46.08
372;449.55;461.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;64.57;3.87
373;449.55;461.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;64.57;3.87
374;451.55;463.55;Galatasaray (29205) - Kısa Kale Vuruşları (0-10 mt);Kısa Kale Vuruşları (0-10 mt);1;56.56;15.05
375;451.55;463.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;56.56;15.05
376;453.55;465.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;46.41;21.49
377;453.55;465.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;46.41;21.49
378;456.55;468.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;47.48;47.66
379;456.55;468.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;47.48;47.66
380;456.55;468.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;47.48;47.66
381;456.55;468.55;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;47.48;47.66
382;460.55;472.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;70.66;66.86
383;460.55;472.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;70.66;66.86
384;462.55;474.55;Galatasaray (29205) - Başarılı İleri Paslar;Başarılı İleri Paslar;1;71.14;52.66
385;462.55;474.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;71.14;52.66
386;462.55;474.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;71.14;52.66
387;462.55;474.55;Galatasaray (29205) - İsabetli İlerletici Paslar;İsabetli İlerletici Paslar;1;71.14;52.66
388;465.55;477.55;Galatasaray (29205) - 3. Bölgede Başarısız Paslar;3. Bölgede Başarısız Paslar;1;93.01;48.98
389;465.55;477.55;Caykur Rizespor (62850) - Başarılı Top Kapma;Başarılı Top Kapma;1;93.01;48.98
390;465.55;477.55;Caykur Rizespor (62850) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;1;93.01;48.98
391;465.55;477.55;Galatasaray (29205) - Başarısız Driplingler;Başarısız Driplingler;1;93.01;48.98
392;465.55;477.55;Galatasaray (29205) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;1;93.01;48.98
393;465.55;477.55;Caykur Rizespor (62850) - Geri Kazanılan Toplar;Geri Kazanılan Toplar;1;11.99;19.02
394;465.55;477.55;Galatasaray (29205) - Top Kaybı;Top Kaybı;1;93.01;48.98
395;494.55;506.55;Galatasaray (29205) - Başarısız Ceza Sahasına Paslar;Başarısız Ceza Sahasına Paslar;1;105.0;68.0
396;494.55;506.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;105.0;68.0
397;494.55;506.55;Galatasaray (29205) - İsabetsiz paslar;İsabetsiz paslar;1;105.0;68.0
398;498.55;505.55;Galatasaray (29205) - Korner Hücumları;Korner Hücumları;1;105.0;68.0
399;509.55;521.55;Galatasaray (29205) - Ceza sahasına / İsabetli;Ceza sahasına / İsabetli;1;105.0;68.0
400;509.55;521.55;Galatasaray (29205) - Orta Mesafeli Kale Vuruşları (10-40 mt);Orta Mesafeli Kale Vuruşları (10-40 mt);1;105.0;68.0
401;509.55;521.55;Galatasaray (29205) - Paslar adresi bulanlar;Paslar adresi bulanlar;1;105.0;68.0
402;511.55;523.55;Galatasaray (29205) - Başarılı hava topu mücadeleleri;Başarılı hava topu mücadeleleri;1;98.38;31.09
403;511.55;523.55;Galatasaray (29205) - Başarılı İkili Mücadeleler;Başarılı İkili Mücadeleler;1;98.38;31.09
404;511.55;523.55;Caykur Rizespor (62850) - Başarısız İkili Mücadeleler;Başarısız İkili Mücadeleler;1;98.38;31.09
405;511.55;523.55;Caykur Rizespor (62850) - Kaybedilen hava topu mücadeleleri;Kaybedilen hava topu mücadeleleri;1;98.38;31.09
406;511.55;523.55;Galatasaray (29205) - Pozisyonlar;Pozisyonlar;1;98.38;31.09
